NewsDate,NewsTitle,Path,URL
20200302,금융산업 혁신정책 주요 내용,..\rawdata\기업별 관련기사\_공통\20200302 금융산업 혁신정책 주요 내용.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=001&aid=0011441639
20200302,"은행·보험사, 혁신창업기업도 자회사 가능...음식배달·헬스케어 허용","..\rawdata\기업별 관련기사\_공통\20200302 은행·보험사, 혁신창업기업도 자회사 가능...음식배달·헬스케어 허용.md",https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=014&aid=0004381915
20200303,몇 번의 클릭으로 은퇴 설계 '척척',..\rawdata\기업별 관련기사\은행\하나은행\20200303 몇 번의 클릭으로 은퇴 설계 '척척'.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300440
20200303,자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측,..\rawdata\기업별 관련기사\은행\하나은행\20200303 자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300443
20200303,몇 번의 클릭으로 은퇴 설계 '척척',..\rawdata\기업별 관련기사\은행\IBK기업은행\20200303 몇 번의 클릭으로 은퇴 설계 '척척'.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300440
20200303,자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측,..\rawdata\기업별 관련기사\은행\IBK기업은행\20200303 자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300443
20200303,몇 번의 클릭으로 은퇴 설계 '척척',..\rawdata\기업별 관련기사\은행\신한은행\20200303 몇 번의 클릭으로 은퇴 설계 '척척'.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300440
20200303,자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측,..\rawdata\기업별 관련기사\은행\신한은행\20200303 자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300443
20200303,농협중앙회發 '인사태풍'…행장 등 7명 사임,..\rawdata\기업별 관련기사\금융그룹\농협중앙회\20200303 농협중앙회發 '인사태풍'…행장 등 7명 사임.md,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=015&aid=0004300518
20200303,자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측,..\rawdata\기업별 관련기사\은행\우리은행\20200303 자산관리도 AI로…30년치 빅데이터 분석해 금융시장 예측.md,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=259&oid=015&aid=0004300443
